,Unnamed: 0,Question,Answer
2808,2894,"The box had a Bill which showed the person name and address., I know the person and had message him to pick it from me",Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
2809,2895,is there a reason why I am being ignored and you are helping people who tweeted hours after me?,Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
2810,2896,25 mins turned into more than an hour and no response after YOU FKED up my package! thanks!,Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
2811,2897,It said out for delivery but wasnt delivered. I called your number and waited online for 40 min and no one picked up. (2/2),I am so sorry for the delay. UPS has been receiving a record volume of packages throughout the country after black Friday and cyber Monday. Please continue to track this package online at for an updated delivery date.
2812,2898,I had delivery scheduled for today 1Z691053YW26037049 1Z691053YW26037021. With that I had one more dlvrd 1ZAOW4561259142877 10:30pm,Can you clarify what you need help with please?
2813,2899,lol how about make deliveries on time instead of screwing up,"Beth, I sincerely apologize for the delay in the delivery of your package."
2814,2900,When you get the package coming today! Email 3 days in a row and you still havent received it  youre f**king with my emotions,Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2815,2901,How to Deliver a Package: 1) Put Package on truck 2) Drive to my house 3) Give me the Package. You've failed at step 1 for three days in a row. #UPSFail,Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2816,2902,on the phone with service for 2 hours. Overnight meds delayed 3 days. What can be done? Service not allowed to do anything.,"I am sorry for the delay. Please send us the tracking number, your contact number and full details via DM."
2817,2903,"I've never trusted them, they're called UPS for a reason. Ups!",Is there something that we can help you with? Please DM us your tracking number and contact information.
2818,2904,can you please help me understand why something that i was told would be delivered today at 6:30 after not being delivered yesterday still isnt here???,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2819,2905,Hey   how can I encourage you to get your crap together? What can I do to help 3 days not be 7?,"Sorry for the delay. If you need further assistance, please DM us your tracking number and contact information."
2820,2906,Says it delivered at 9:23. Bout to pull up so we will see,Let us look into this for you. Can you please DM your tracking number and contact information?
2821,2907,This is really sorry . The original delivery date was 11/29 now its supposedly Monday. Youre not giving me a lot of confidence that Ill actually get Christmas gifts Ive ordered in time.,I am sorry for the delay in receiving this. We can look into this for you. Can you please DM us your tracking number and contact information?
2822,2908,Delivered me my package broken ,Sorry to hear that. Email __email__ for assistance with a damage claim.
2823,2909,So we are only on the 1st day of Dec and you had to reschedule delivery 2 days in a row. This just reinforces UPS should not be used during the holidays.Use if you want Your package delivered on time.,"Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2824,2910,"Im not sure what your algorithm is, but I messaged you over 30 mins ago, can you please respond?",We are in our heaviest delivery season to date and we assist thousands of customer per day. Your package is still out for delivery today. Thanks for your patience. It will be delivered this evening.
2825,2911,"Hey , it looks like I know what brown did for me with my package: shitted on my 3-Day Select into a 6-day delivery.","Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2826,2912,I'm currently on an hour and five minutes trying to find out why a package has been 30 minutes from my house for two days and is still not here at nearly 10pm. I was told on the phone yesterday it would be delivered by 5. #neveragain,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2827,2913,"did you not expect to be busy this week? Taking for my package just says ""out for delivery"" then ""arrived at facility"" over and over since 2am Wed. Is someone just putting it on a truck then taking it off every day? Tried to call CS but gave up after 45m on hold.","If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2828,2914,Can you guys respond to me?,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2829,2915,"what a joke your customer service is. My package has been riding on a truck for two days, and has been pushed off another 3. All you can say is it will be delivered Monday? Thats what you said today and yesterday.",Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
2830,2916,"Hey , 11 4th graders are going to not have uniforms for their basketball game tomorrow because they have been sitting 10 miles away in your warehouse for the last 72 hours (after traveling 2500 miles) and getting rescheduled for delivery. #upsfail #twohoursonhold","Please DM us your tracking, delivery address and contact number via the link so we can look into this for you."
2831,2917,you are a worthless organization - after being on hold for an hour and 15 minutes minutes I was told that the package non delivery was your fault but there was nothing you could do about it. Thats some top notch customer service.,Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.
2832,2918,Approaching two hours on hold and you think this is acceptable?,I am so sorry about that. I can see that your package was delivered. Please let me know if you did not receive your package.
2833,2919,"I'm now furious as I was told just 1 hour ago by customer service that my package that was supposed to be delivered today would be delivered tomorrow, only to now just receive a notification that my delivery date has been changed to Monday evening. This is not acceptable","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2834,2920,Same man I was supposed to get a package Tuesday and it still hasnt come they keep saying rescheduled for tomorrow,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2835,2921,"my package says updated delivery date was the first. Now its the second. Havent received it. One package has no info available. And one being in my area, has rescheduled. Whats going on.",We'd like to help. Pls use the link provided to DM us your tracking and contact info. Thanks
2836,2922,"where is my package, i was an overnight package says delayed due to operating condition?",We'd like to help. Pls use the link provided to DM us your tracking and contact info. Thanks
2837,2923,Its almost 9 PM and no sign of   Pretty much wasted my whole day waiting ,"We're sorry that this happened. Please email us at __email__ with your tracking number, phone number, and details of your concern. This way, we can look into this on your behalf. .W."
2838,2924,Packages have been out for delivery &amp; re-schedule daily since Wednesday now its not arriving till Monday ????,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2839,2925,Tweeted you guys an hour ago but you choose to ignore me while instead replying to others who contacted you 10min ago. Ill be sure to take my business to Fedex from now on!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2840,2926,", way to leave my package outside of my gate, might as well have just left it on the side of the road! ",I understand how that can be upsetting. If any assistance is needed initiating a lost package claim please send an e-mail to __email__ with the tracking number and your contact information.
2841,2927,"sucks beyond belief. First they missed pledged delivery date. Then, two consecutive days package was out for delivery only to be rescheduled late in day. I called support and they pledged it would be delivered that day. They lied.","If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2842,2928,Beyond disappointed with right now. Delivery was scheduled eod 11/30. Delayed to eod 12/1. Out for delivery 12/1. Still not delivered. Now saying 12/4 eod. Package is less than 10 miles from my house since 11/30. WTF UPS?,Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2843,2929,my package was supposed to arrive yesterday and never did  Help me out!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2844,2930,I paid out of pocket,Can you DM the tracking number Alan?
2845,2931,how do I get a refund if I paid for 2 day delivery and it takes 6 days? The difference was almost 80 dollars,You would have to contact the company you order the item from for a refund.
2846,2932,I really need to know where my package is how can yall go and deliver MY package somewhere else and let someone sign,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2847,2933,"Hey UPS, package on vehicle for delivery today since early AM hours  Call into customer support this evening, wait on hold for 57 minutes, get told it will deliver today as it is on the vehicle and a delivery attempt must be made, guess what?Never showed, on hold again",Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2848,2934,Oh no! I hope they arrive by tomorrow at 10am!!,"If you need assistance, please use the link provided to DM us your tracking and contact information. Thanks"
2849,2935,"Sorry to have to join the chorus, but / have been drowning since Black Friday; Ive been on the phone with customer service for four days watching helplessly as delivery dates continue to be in flux. #ups #youhadonejob #capacityissues #choosefedex #youhavebeenwarned","I am sorry to hear that Kevin. We'd like to take a look into this on your behalf. Would you mind providing your tracking number, contact phone number and delivery address via a DM?"
2850,2936,Do yourself a favor this holiday season and do NOT trust for any package  deliveries. #EpicFail,"Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2851,2937,"should have received my package today, saw a truck driving around my neighborhood today, but my package was just updated to Monday delivery  What gives?",Please DM the tracking number and we will look into this for you.
2852,2938,3 straight days of package out for delivery yet not delivered and a completely broken ability to get a hold of anyone to find out whats going on or arrange for a pick up. I have all my Black Friday orders that came through FedEx and USPS but nothing from you #noexcuses,Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2853,2939,"Even though you wont respond to my previous tweets, Im just going to say that its not so much that my pkgs didnt get delivered, its that they lied and said they attempted to deliver them when they did not. And I have proof.","Would you mind providing your tracking number, delivery address and contact phone number via a DM please? Thank you."
2854,2940,"I am so sorry if I sound rude, this is just very frustrating to come home and deal with at a time when nobody is available to help.",I am so sorry about this. I'd like to take a look into this for you. Would you mind providing your tracking number along with your address and contact phone number via a DM please? Thank you.
2855,2941,"please help. I have a package that was supposed to be delivered yesterday, but it was never delivered. The tracking information has updated and says that there is a delay. I was relying on the package being delivered yesterday. Please help and have it delivered today.",Please provide your tracking number via a DM. Thank you.
2856,2942,Yeah. They said they couldnt do anything for me til Monday ,Please DM your tracking info along with your contact phone number if you'd like to have this addressed. Thank you.
2857,2943,"Seriously, what's the game you trying to play here ? Supposed to get my package on Nov 29, got it loaded into the truck 3 freakin times and I never received the bloody thing! and now you pushed it to next week?! This is no joke anymore = =",Sorry to hear the package was delayed. I understand how upsetting this must be. We are working to process and deliver packages as best we can. I do apologize for any inconvenience this delay has caused.
2858,2944,Is there any reason for why my package got loaded into the truck 3 times and failed to get it delivered to me all 3 times?,"Packages are being loaded on the drivers trucks, however, they are running out of time in the day to get the delivery made. I apologize and can assure you we are working through the delays as quickly as possible. Please continue to monitor the progress online."
2859,2945,"Oh and by the way, it was on your website that it was out this morning for delivery so yes I'm mad","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2860,2946,"Hey, , our staff have been waiting in 49-degree weather since 9:00AM to get the package you promised us. That package has special badges for thousands of excited fans, and we really don't want to let them down. Please, don't let US down.","I am terribly sorry about this. I'd like to take a look into this on your behalf. Would you mind providing your tracking number, delivery address, first/last name and your contact phone number via a DM please? Thank you."
2861,2947,This turned out to be completely untrue. Local depot in Cork refused to deliver a parcel that was already 4 days late. #UPSFail,I am so very sorry about that. Please provide your tracking number along with your contact phone number if you'd like to have this addressed.
2862,2948,"its almost midnight, where you at?!","Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2863,2949,Only way to solve this problem is to stop using - they are unable/unwilling to fulfil their service obligations to you in Ireland.,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2864,2950,That's just a lie #UPSFail tell everyone. We had same rubbish about our address which they have a post code for - and a mobile number they could ring if there was a real problem.,"Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2865,2951,not happy tracked order &amp; advised u attempted deliver &amp; receiver not available LIES! I was at home!,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2866,2952,my parcel was due to arrive yesterday but never turned up. Now its been rescheduled for Monday  Why didnt it arrive? Help pls,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2867,2953,"On an another note lost my purchases  So the UPS guy comes to my house and is searching his truck for 10 min. just to tell me ""sorry your items are not in here, if I find them I'll come back""  Never came back, thanks ",Sorry you're having such a hard time. Allow me to investigate. Please send tracking number/details to DM.
2868,2954,How is going to send me an email that my package was delivered but yet my package isnt here? Bad service!,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2869,2955,Garbage delivery service. paid for 2 shipping and it's been 3 business days after and its in my city everyday i get 'due to operating conditions cannot be delivered' but yet can deliver my neighbor's new bed wtf. Worst shipping company out of the lot,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2870,2956,Weekend project ruined b/c sent my stuff to wrong city. Says I wont get them until Monday. Somehow they managed to deliver 1/3 correctly and on time. All shipped same time from same location. What a joke.,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2871,2957,Thanks for not delivering my wife's diapers on the day you said you would and then wait until 4am the next day to change the delivery date to Monday. Classy. What am I supposed to do now? In have 4 for the whole weekend. No medical supply stores open on weekend.,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2872,2958,stayed in all day yesterday as tracking said my parcel was being delivered by the end of the day no sign of it just checked tracking again still says on time 12/01/2017 by end of day,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2873,2959,"Hope my package doesn't get stolen, UPS don't know when they want to deliver my stuff",We'll gladly check the information and options available on our end. Please message us the tracking number.
2874,2960,Been waiting on my Japan 97s. They shipped from Hong Kong on Nov 1 ,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2875,2961,"If youve ever wondered how does #CustomerService - this might help. Picked up my call after 20 min wait, gave me 90 secs to ask why flat out didnt show today (not even 4 prior-scheduled pickup) and w/out a response, put me back on hold ANOTHER hour plus #soweak","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2876,2962,My parcel from Glemsford to Reading (120 Miles) is having an interesting journey,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2877,2963,my Courier isn't still delivered to destination and there is no update from 30th. Seems to be very bad tracking mechanism and service. What's next for me #ups,Would you mind providing your tracking number via a DM please? Thank you.
2878,2964,"I need help locating a package, which was said to have been coming friday, then cancelled and now not rescheduled. Nearly every time delivery is changed but have not had this before. No help on tracking info page. Help.",Would you mind providing your tracking number via a DM please? Thank you.
2879,2965,Our product was not delivered as promised yesterday and we need it NOW in Tallahassee! Its now here but we cant get it. Being on the phone for hours yesterday hasnt helped. So Im trying social media! Help!!! #needourproduct #yourcustomersdependonyou #costingus$$$,Use this link to DM us the tracking number as well as your phone number so that we see what options are available.
2880,2966,Thanks for just another reason to hate online shopping!,Did you email us the details to initiate an investigation? You may also contact the shipper to let them know.
2881,2968,what is happening with my package??? Super delayed. Where is my package ,I can arrange to have this matter looked into. Please send your tracking number/details &amp; contact # to DM
2882,2969,"is trash, over the last week 3 of my packages have been delayed. I hope retailers stop using because they clearly can't handle delivery volumes",I'm so sorry that you've had problems with deliveries. UPS is working to get these packages delivered as soon as possible.
2883,2970,what is the point of paying for 1st day air?,My team can check on this for you. Please use this link to DM us the tracking number as well as your phone number and address.
2884,2971,VERY unhappy! Had no tracking info since last Monday!!? Been DMing with support and nobody seems to know anything? Different tracking site says operating conditions have delayed parcel!? Its STILL in area I dropped it off at 5 days later!? Using next time!,The package is showing it is expected to be delivered on Monday. If the package is not updated or delivered on Monday then you may contact us by phone or at __email__ to begin an investigation.
2885,2972,"Why did the package sit for 4 days, in the same province I dropped it off??",I apologize but the package was not placed into transit as expected. We are working as hard we can to get your package delivered as soon possible. Please continue to track your package at for the latest updates.
2886,2973,Wat is up with all these late deliveries?? #wheremyjordans,Our centers received a large volume of packages. We're working diligently to get all packages sorted and delivered. We're sorry for the delays. Please continue to track your package online and use our 'Notify me with Updates' to receive a text/email for updates.
2887,2974,"This is my Problem with you, GET YOUR SH*T TOGETHER!! A Next day air package Delayed 4 times already. I now have to wait till Monday #USELESS #shipping",I'm sorry for this. Please click link below to DM us your tracking number. I will take a deeper look for you. Thank you
2888,2975,Looks like social media is delayed like their deliveries. #noresponse #nopackage #holidayseason,Please DM your tracking number and all details of your concern. I will be glad to assist you.
2889,2976,Its holiday season I need to get it together and not misplace my packages THANK YOU,Can my team check on anything for you? Please use the link to DM us the tracking number and your phone number.
2890,2977,Do you think this is professional?,I am sorry you have had a negative experience with UPS. Are you able to pick the package up from the Access Point. It was taken there so you could pick it up and not have to wait for the driver to come back.
2891,2978,I seriously cannot believe that Im still waiting for a response from day 3 and still no package. Unbelievable,"I'm really sorry about the late reply. I'm showing that the both packages that are being expected, received a destination scan but they haven't been loaded onto the driver's truck to be out for delivery for today. I""m really sorry about the delay this caused."
2892,2979,Im really hating another package missing that says it was to be delivered by the end of business day yesterday but no updated shipping info and the website tracking never updates anything really needs to get it together,Our centers received a large volume of packages. We're sorry for the delay. The package wasn't processed in time to make it on a truck. Please continue to track your package online and use our 'Notify me with Updates' to receive a text/email for updates.
2893,2980,Hi Please can you tell me why your Customer Service team fo not respond to emails relating to repeated issues on non delivery and dishonest operatives?,Do you have a specific package we can assist you with? Please DM our team your tracking details.
2894,2981,Hey fuck you and fuck you too   Thanks for RUINING MY TRIP to Switzerland! I have no clothes thanks to the rescheduled date to Monday!!! When my order is sitting IN the city I reside!!!,I'm sorry that we were unable to get these packages delivered to you and I completely understand why you are upset.
2895,2982,Wow thanks for nothing! Why do u even have this if dont even respond! #igiveup,Do you have a specific package we can assist you with? Please DM our team your tracking details.
2896,2983,"You guys are a mess this week. Upgrades take 3 days so delay instead of early delivery, packages en route leave the destination city and go back out, boxes delivered opened. UPS Houston has a problem.",I am sorry for the troubles. Please DM my team if you need further assistance.
2897,2984,"don't appreciate your Shrewsbury, MA location lying to me by saying that my package hadn't been unloaded from the trailer despite me seeing an arrival scan on my tracking info which means it was unloaded off the trailer. Please fix this location. It's very mismanaged",An arrival scan just means that the trailer arrived. An actual unload scan appears when a package is unloaded.
2898,2985,Where is the unload scan description on this page? Unload scans aren't listed on your own tracking event page. Doesn't change that my package sat there for 2 days while 2 other packages of mine went through the location in less than a day.,Use the link to DM us the tracking number so that we can better review the details with you.
2899,2986,"guys, this isnt cool. You had a business problem that prevented a scheduled Thursday delivery. Same problem prevented a Friday delivery. So now I have to wait until Monday? No. Please get it on a truck today.",We are getting packages delivered as soon as possible but I'm sorry I currently don't have an update showing it will be delivered until Monday.
2900,2987,my package has been sitting in a jax office since 11/29 unable to deliver due to operating conditions??? Where can I pick it up at? Ive DMd and no response.,I'm sorry to keep you waiting. We are experiencing high volume currently and are working through delays as quickly as possible. Please continue to monitor the progress at and sign up for the Notify me with Updates feature that is available.
2901,2988,I didn't know it was ok to leave packages outside in the open when a business is closed. The driver thought it was ok to sign off on it too. Good thing I have surveillance for my proof for the lack of drivers doing their jobs properly.,"I am sorry this happened, please let us know if your packages are missing."
2902,2989,do better the company I ordered from shipped the item right away it's almost 2 weeks and my 1st order still didn't show up. But my second one did and I order that same company 3 days after,I do apologize that your package was not able to be delivered yesterday. If you need assistance please DM us your tracking number and complete address.
2903,2990,can you tell me if my package has been delivered? As your tracking on your website isn't showing anything,"Happy to take a look. Use the link to DM the tracking number, delivery address and your phone number."
2904,2991,"I seem to have a ghost package. Ordered an item, it arrived Thursday. But it shipped along w/ a mystery 2nd box which was scanned at the destination hub but shows as ""delayed due to operating conditions"" ever since. No idea what it is, got everything I'm expecting",I am not able to tell you anything more besides who the shipper is but if you send me the tracking number I can at least provide that for you.
2905,2992,"Excuses don't cut it. Bring me a solution and not an excuse. Excuses don't solve my business needs. Really, I'd just settle for my package",I wish I had better details for you but I currently don't.
2906,2993,if I give you my account # can you get my package delivered to me? It seems that can't deliver #terribleservice,I know you are frustrated and I completely understand why. UPS is working to get these packages delivered as quickly as possible but due to a backlog of holiday packages this has been delayed.
2907,2994,why can't two people at the same household have different UPSmychoice preferences? Will the driver auto default to the other's preferences?,"I am sorry for the troubles! I would suggest reaching out to our help desk for assistance, 877-289-6418. They will be able to troubleshoot with you."
2908,2995,whats the deal with rescheduling a delivery date twice when it was already out for delivery. This shit is unacceptable,I'm really sorry that happened. Based on the service provided on every package the system logs in and calculates the expected delivery date. Due to the larger-than-normal package volume we have been updating the scheduled delivery date. Please continue tracking.
2909,2996,my goodness how you screwed up and were unable to fix a simple order and communicate actual information,I'm sorry to hear about your negative experience. Please DM us your tracking # and tell us what happened. We'd like to help if we can.
2910,2997,my package is now delayed a second day due to operating conditions. If this was a time sensitive package I would be very frustrated.,I do apologize for the delay on your package. If you need assistance please DM our team.
2911,2998,"glad you guys could change your hours to M-F for the holidays. I have several ""priority"" packages that I spent extra money on shipping for that now won't be here until next week due to ""operating conditions"". At least I can always count on",I apologize for the delays on this and know this is upsetting. We are experiencing a high volume of deliveries and are working to get packages delivered as soon as possible.
2912,2999,Yall really playing with my money ,What is happening?! Please send us a tracking # is you have one so we can look into that for you.
2913,3000,If it's anything like your current service with the collection the call probably won't come through until January.,It is scheduled for Monday. Please let us know if you're not contacted.
2914,3001,Quand tu sais que tu vas prendre cher peu aprs la rception de ton colis. #Douane cc,"Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2915,3002,"10 years working customer service and I've never experienced such worse customer service as , that one one of four, FOUR calls that I made and no one went out of their way to help me or even give me options or solutions, NEVER AGAIN!!!","Is there something that we can assist you with? If so, please provide the details along with your tracking number (if applicable) along with your contact phone via a DM. Thank you."
2916,3004,"""Due to operating conditions, your package may be delayed."" What does this even mean? When will I get my package? Plus, right now it's 9:20AM on 12/2/17, so this update is in the future. Wow!",I do apologize as this package was not able to be processed through the center as the amount of packages some of these centers are seeing. They are working on getting this situation resolved.
2917,3005,was on hold for an hour trying to talk to a manager! Got hung up on! Need someone to contact me ASAP.,Use the link to DM us the tracking number as well as your phone number so that we can better assist you with this.
2918,3006,Still waiting for delivery. Sad that communication went dead last night with an active thread and then no response and still no delivery. #wheresmydelivery Please respond.,I'm really sorry for the inconvenience. I'm showing that your package has been rescheduled to be attempted for delivery on Monday the 4th. The system will recalculate the delivery scan. I'm sorry for all that caused.
2919,3007,7 days and counting ,"I'm sorry that it hasn't been delivered yet. I see a big gap in between 11/24/17 and 12/01/17, I don't think the package is physically moving. Please continue tracking it until you see a destination scan prior to being delivered."
2920,3008,"your driver was too lazy to even knock on my door, so now I have to drive to a gas station to pick it up myself. You suck.","If you would like us to redeliver this to your house, please send me the tracking number."
2921,3009,No response ? There are still no packages at my house.,I am terribly sorry for that long delay! Due to seasonal volume there are some delays happening with packages.
2922,3010,Apparently just likes taking my packages for a drive everyday and then returning them back to their warehouse.,"I'm really sorry some of our packages have been pushed back on the delivery date due to our larger-than-normal volume. Please continue tracking until out for delivery. There is also a great tool ""Notify me with Updates"" to give you alerts on your package."
2923,3011,how does your company not have enough planes to move the packages the customers have ordered in Louisville KY?,UPS is working to get these shipments delivered as soon as possible. I know this is frustrating and I'm very sorry.
2924,3012,"Why is so frequently poor at doing their job? Package scheduled for Friday delivery. Package was at local sort facility on Thursday. No delivery on Friday, and now it shows Monday delivery. What the heck, ???",Please DM the tracking number and your telephone number and we will look into this for you.
2925,3013,I hope whoever at decided to open my parcel was suitably disappointed that it was only my new running shoes not something of greater value. One to bear in mind when selecting carriers for your Xmas presents folks. One very disappointed customer.,"I am sorry to see the condition the package arrived. Were the shoes okay? If you need to file a damage report, send the details to __email__."
2926,3014,Welp let's try again today another out for delivery notification today,Please DM me the tracking number so I can look into this for you.
2927,3015,"Waited on 12/1 for scheduled delivery of package bc packages r dumped anywhere in my building when not home. UPS rescheduled on 12/1 for 12/2, now I have another delay until next business day??? What delay?? We have perfect weather! Pls Help clarify",Our centers received a large volume of packages. We're sorry for the delay. We're working to get everyone packages sorted and delivered. Please continue to track your package online and use our 'Notify me with Updates' to receive a text/email for updates.
2928,3016,how long you ups access points such as convience stores hold packages for? More than 3 days?,They are held at access points for 7 calendar days.
2929,3017,what is going on? All of my package delivery dates keep getting delayed #confused,We are experiencing seasonal delays right now.
2930,3018,"Hey , why is my package now a week late and in California, when it was 20 miles away 3 days ago?",If you need our team to look into this please DM us your tracking number and complete address.
2931,3019,Trying to talk to about a package that was supposed to be delivered today and now shows delivering Monday. I absolutely need it today for an event! On hold now for 20 minutes! Help!!!,Please send us your tracking # via DM so we can look into that for you.
2932,3020,Please guys! Find my Mac Desktop that got lost in shipment please!,Have you started a package investigation? I can look into this for you what is the tracking number?
2933,3021,"That assumes they have the foggiest idea where it is and how to deliver it. Its been scanned twice in a row for destination now, and they cant figure out how to put it on a truck. And I live/work nowhere NEAR their OBT depot center.",I do show your package was delayed due to seasonal volume
2934,3022,"Hey, thanks for losing my iPhone package and emergency medical supply package all in one week! Id trust a pigeon more than Id trust you all with a package again.","I am sorry for the negative experience. We would like to take a look at the status, use the link to DM the tracking number, delivery address and your phone number."
2935,3023,my package hasnt got updated since the 29th of November,Please DM us the tracking number. We would like to look into this further.
2936,3024,Please. Don't let me post my security cam footage of the last three deliveries  #upssucks,I am sorry for the troubles! Please DM us the tracking number so we can figure this out.
2937,3025,"how do I get your driver to deliver my package to my apartment? Apparently, they keep trying to deliver to a garage with the same number near my building. #IDoNotLiveInAGarage #wesitenothelpful",Can you please DM me the tracking number and a good phone number for you?
2938,3026,are you guys delivering packages pver the weekend for the holidays?,"If Saturday delivery is available, it will be delivered. What you have sent shows that it is available. As long as the tracking indicates out for delivery- we'll be there today."
2939,3027,why has my package been sitting at my local station for 3 days now? Id really like to have it delivered. Please help!,I'd be more than happy to look into this for you. Would you mind providing your tracking number via a DM please? Thank you.
2940,3028,"once again, my UPS delivery is delayed. However, my #FedEx deliveries are always on time.","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2941,3029,"This is how parents get kids to fall asleep, right? ""Put the kid in the car and drive around until they fall asleep""   is trying to put my package to sleep?","Is there something that I can assist you with? If so, please provide the details via a DM. Thank you."
2942,3031,Who's brilliant idea was it deliver a sign only package at 7am on a Saturday?????,I'm sorry if you missed the delivery! Please use this link to DM us for assistance.
2943,3032,someone needs to crack the whip on the santa fe new mexico office im fucking fed up way to ruin my trip this wknd UPS was suppose to deliver since Tuesday needed by yesterday,"I""m sorry to hear that. Please provide your tracking # via DM so we can look into that for you."
2944,3033,"Overnight delivery due to us Friday, now *hopefully* scheduled for delivery on Monday!!! You are terrible. This is absolutely not acceptable customer service","I'd really like to help you but I will need your tracking and contact details so that I can review the tracking details. If you change your mind and want us to help you, please DM us back. I'm sorry that your husband didn't get a response."
2945,3034,So are you people going to help me or not?,We can go ahead and look into this for you. Can you please DM us the tracking numbers and contact information?
2946,3035,That tweet sponsored by the new long ass Twitter.,Job completed. Now onto the next job. If that one has any issues it will be handled through direct messaging.
2947,3036,"has failed to deliver as promised for the 3rd time. Today is the 5th day they have had my package and not delivered it. Cust Svc refuses to help me, disconnected me. It was shipped to me ""next day air saver"" I suggest that would be a better choice for shipping","I'm really sorry for the delayed package. Due to higher package volume, we are experiencing delays with some shipments. Please continue to track your package to see when the delivery information updates."
2948,3037,"Po fao o pedido com entrega ninja ai chega na o meu produto que precisava com urgncia fica retido no depsito, ai fica complicado ","If you need any assistance, please DM your tracking number, delivery address, name, and phone number. We are here to assist."
2949,3038,1Z2E3A241203765559 waiting on info on the location of this parcel. The shipper said its on its way to you? Doesnt make sense. It takes 5+ days to get to you?,This is a 3 day select shipment. The package received the first scan on 11/29 and this would have the delivery date be 12/04 as the weekends are not considered business days. We will get it to you as soon as possible.
2950,3039,You are making my life HELL. My #iPhoneX was delivered when I was home sick for 3 days but never came. It was supposed to be signed for but the driver just left it at my front door and it was stolen. I HATE being forced to use UPS. #horriblestaff,"I'm very sorry to hear this happened. Please reach out to us at __email__ with your tracking number, phone number, and your full address. We would like to look in to this for you."
2951,3040,"Are y'all OK? I have 5 active shipments and 3 of them have problems, including a missing package, a late trailer, and an intended release-day arrival that went the wrong direction and is now late.","I do apologize for the frustration this has caused. If you would like us to look into this please DM us your tracking numbers, and complete address."
2952,3041,Hey - I need some help with holding a delivery for pickup . Can you assist ? Your virtual agent is not helpful and I am holding phone for half hour now,"Thank you for reaching out to our team. We can review this for you please reach out in a private message with your tracking number, phone number, and your full address."
2953,3042,"Dear I'm pretty pissed off right now  My package has gone is circles for 3 days in Orlando and instead of delivery yesterday now it got rescheduled until Dec.8 are you for real  Wth, it is gonna travel the state for a week ","I""m sorry that happened. Please provide your tracking # so we can look into that for you. Here is our link."
